transaction_id,customer_id,customer_name,timestamp,transaction_type,amount,location,merchant_name,account_number,status,currency,description
c71ae1b3-0c19-4163-a478-ae2c30ca3be8,C19752,Catherine Rogers,2025-07-09T01:01:09.376395,RTGS,95741.88,Delhi,Gross and Sons,ACC632477241,SUCCESS,INR,Occur floor wait series student.
198159d3-11e5-43c5-a7b9-cf32b0d50067,C17896,Whitney Torres,2025-01-25T19:22:09.376654,Online,54612.84,Mumbai,Ronald Monroe,ACC412383913,SUCCESS,INR,Address could everything type meet.
73e30320-166e-40a9-9be0-f93b17077845,C15593,Kenneth Watson,2025-02-05T06:50:09.376907,NEFT,86330.03,Kolkata,John White,ACC710586456,SUCCESS,INR,Lot do else by picture.
5ecda79b-f19e-40ac-a8e4-4705e57d9991,C14903,Dr. Bryan Smith,2025-04-21T21:54:09.377181,ATM,14559.45,Delhi,Robinson LLC,ACC670564170,SUCCESS,INR,Listen nearly agreement management.
0cbd10d6-f7b1-43b6-af67-09f418e1808f,C13851,Reginald Barrera,2025-02-11T15:50:09.377407,POS,24735.04,Hyderabad,Watson Group,ACC594878721,SUCCESS,INR,Radio professional station decade.
8d5cb8b6-69df-47bf-b4a6-b49a5897e1bf,C13337,Martin Robinson,2025-06-02T22:46:09.377635,NEFT,44042.96,Mumbai,Holmes LLC,ACC951485416,DECLINED,INR,Alone south they.
d1e65d45-aa3b-4846-805f-1b7c71dc5339,C16730,Andrea Meyers,2024-09-13T15:24:09.378006,RTGS,23836.15,Kolkata,"Lopez, Thomas and Sullivan",ACC479808066,FAILED,INR,Politics instead almost ability fight.
4c144b3f-8e3e-43eb-9e34-bcc2e0e4c7e5,C11218,Joshua Hernandez,2024-11-06T20:51:09.378263,RTGS,71737.4,Bangalore,Tina Martinez,ACC205119123,SUCCESS,INR,Street dinner name.
a9c69833-e5d3-49b7-8deb-ca161432ecc7,C14151,Patricia Shaw,2024-12-02T06:49:09.378560,Online,63106.66,Mumbai,Rodriguez-Perez,ACC381393903,SUCCESS,INR,Week like design.
c2110264-2c65-4493-b4bb-50f451e892c3,C17281,Lisa Butler,2025-03-21T06:43:09.378857,ATM,18840.7,Hyderabad,Ramirez-Smith,ACC495887882,SUCCESS,INR,Yard how store this.
8efe280e-8a8a-4585-98a6-d94b4c0ff771,C10597,Lisa Strickland,2024-08-28T01:48:09.379086,ATM,11482.44,Kolkata,Crosby Group,ACC669673506,SUCCESS,INR,Away why social during.
c6ce6138-8ebf-495f-9933-745e41463059,C18259,Jessica Holmes,2025-02-24T18:24:09.379341,UPI,81082.27,Kolkata,Joel Simpson,ACC622300010,SUCCESS,INR,Charge trial improve.
cf63c73b-6bae-4923-9953-25b5805d6adf,C11720,Brandon Moore,2025-02-13T19:09:09.379637,UPI,64917.05,Delhi,Flores-Perez,ACC178938611,SUCCESS,INR,Must protect business.
811dd902-d901-4261-a170-aa62ad471cd0,C15540,Dr. Evan Porter,2024-10-15T07:31:09.379900,NEFT,10372.24,Kolkata,Pamela Webster,ACC324666041,SUCCESS,INR,Discover throughout gun thus follow.
5a92d9f4-8211-4721-bccc-09d2e8ec6f76,C16109,Christopher Moore PhD,2025-03-05T12:55:09.380168,ATM,22999.37,Hyderabad,Colleen Lara MD,ACC772489734,SUCCESS,INR,Matter political.
77302a52-6e67-4e3c-943d-ae4165bee8cd,C13195,Danielle Aguilar,2024-12-30T00:14:09.380423,NEFT,43191.29,Delhi,Amy Reeves,ACC353097736,SUCCESS,INR,Could nation just someone.
14cce4d3-5e87-4018-9582-36945c34d436,C17982,Michael Abbott,2025-05-26T22:33:09.380651,Online,57652.66,Kolkata,Crosby Ltd,ACC720340077,SUCCESS,INR,Mrs at home perform follow.
20b090f4-a377-4e59-a000-2bb4ea246191,C16568,Brian Duran,2025-04-12T10:43:09.381020,ATM,18467.41,Hyderabad,"Baker, Hughes and Miller",ACC275416717,SUCCESS,INR,Himself dinner produce likely.
f27d6733-6e1c-41fa-b456-293272b569aa,C18286,Alejandra Schmidt,2025-04-22T15:43:09.381394,UPI,40848.48,Bangalore,"Thompson, Garcia and Jones",ACC840816713,SUCCESS,INR,Test foreign listen.
e0331ee6-365b-4e1d-b5ca-04e6464c1e0c,C16098,David Cochran,2024-12-28T17:21:09.381768,NEFT,92476.9,Kolkata,"Short, Ray and Howe",ACC140093122,FAILED,INR,Market street analysis all.
83be6a14-3813-4226-bf39-db64c9b1e3ee,C17291,Jessica Medina,2025-04-30T02:53:09.382027,RTGS,54402.25,Mumbai,Mary Chapman,ACC536102868,SUCCESS,INR,Operation including.
74c4a2fc-dd11-4a8d-8237-227af994b0a6,C15693,Gregory Rojas,2025-05-13T06:22:09.382279,ATM,16097.46,Kolkata,Erica Roberts,ACC164494090,SUCCESS,INR,Test his.
554758ed-0152-4f15-881e-79929bf1b0fb,C16289,Charles Ward,2024-08-06T13:44:09.382645,UPI,70757.22,Mumbai,"Campbell, Love and Brennan",ACC764811671,SUCCESS,INR,Glass whom.
7a9feff0-5a24-4aa8-b8b4-0d0114eb6085,C12169,Samantha Bryant,2024-10-02T03:28:09.383014,NEFT,48442.61,Delhi,"Fowler, Foster and Johnson",ACC115032056,SUCCESS,INR,Company even form him.
ca22a4f3-36a0-4148-9671-58eccc803cc4,C19196,Bethany Lawrence,2024-12-01T18:05:09.383311,POS,71415.82,Delhi,Smith-Gray,ACC787178565,SUCCESS,INR,Lawyer risk.
946fd143-fcd2-4d15-9722-9902cadea664,C14646,George Hayes,2024-09-30T06:17:09.383538,ATM,77513.7,Delhi,Stevenson Inc,ACC992916543,SUCCESS,INR,Wall across you truth.
b31885cd-97db-45e8-bfdc-c87ab0aaca6c,C16536,Renee Morgan,2024-11-17T23:38:09.383917,RTGS,38042.93,Chennai,"Sanders, Walker and Figueroa",ACC305866082,SUCCESS,INR,Cut argue although.
6d2285aa-52c4-47db-b1a3-eceb415eb31d,C15077,Ryan Boyd,2025-04-02T13:28:09.384153,UPI,6069.17,Mumbai,Farley LLC,ACC487235151,SUCCESS,INR,Page end.
0866d54e-b9dd-452e-8f54-9e10f49e9903,C12565,Sean Brown MD,2025-03-28T14:34:09.384526,Online,13071.34,Bangalore,"Odonnell, Lee and Michael",ACC236406683,FAILED,INR,Impact draw officer bar.
de83a990-9034-4126-97fb-a5c736b4945b,C17541,Nicole Vazquez,2025-05-11T20:36:09.384826,ATM,1300.3,Hyderabad,Gordon-Turner,ACC807761568,SUCCESS,INR,Physical box fine affect although.
e12bec7f-2444-4e2e-832a-74a2f605c042,C16751,Julie Hall,2025-03-27T08:25:09.385408,RTGS,32168.67,Delhi,"Martin, Castaneda and Hull",ACC484977125,SUCCESS,INR,Student according nice spring.
e59b6051-1026-4518-8078-70f5a72db5f5,C17132,Patrick Bowen,2025-04-06T10:01:09.386102,ATM,49476.54,Hyderabad,"Harper, Schmidt and Johnson",ACC573477665,SUCCESS,INR,Beyond own company walk.
e332d5ef-0df0-4601-8c82-e91e0ce137f9,C11993,Jamie Ray,2025-02-11T14:50:09.386479,POS,40359.93,Chennai,"Burns, Brock and Vance",ACC615270091,SUCCESS,INR,Little drop.
92430ef3-316b-44f8-aead-f750d4e44b15,C17032,Brent Patterson,2025-06-17T19:40:09.386714,POS,18443.18,Hyderabad,Sellers Inc,ACC585683254,SUCCESS,INR,Fast by store home than.
8e9f701a-19de-4f25-b31f-b0e76fee052b,C17596,Travis Graham,2024-09-12T13:28:09.386968,NEFT,15004.46,Mumbai,Kenneth Herman,ACC813815542,SUCCESS,INR,Third trade.
113bdd21-ab31-495b-88f9-b73a4a330455,C14659,Ryan Robinson,2025-03-29T02:32:09.387229,NEFT,43929.62,Hyderabad,Kevin Mcmahon,ACC692142566,SUCCESS,INR,Executive rich.
47267973-d0cf-46d5-801c-d5694fdc72d3,C14564,Jennifer Simpson,2025-01-10T03:54:09.387600,UPI,13234.34,Bangalore,"Glenn, Fleming and West",ACC582432218,SUCCESS,INR,Whole particularly character business.
38301024-43fa-4f23-b732-bba0a9ed9365,C12262,Kristen Wilcox,2025-06-20T20:12:09.387862,ATM,96134.36,Bangalore,Mary Bowers,ACC935664197,SUCCESS,INR,Offer center quality.
abbe9cec-80dd-4e8c-aee7-b8db0f871fa1,C19197,Emily Ramirez,2025-01-25T10:07:09.388323,NEFT,66684.92,Bangalore,Alex Martin,ACC813253697,SUCCESS,INR,Population outside.
0c88cf7b-ddf9-4465-abb0-7c9fe139c61e,C16404,David Williams,2025-06-01T19:36:09.388844,ATM,99001.42,Mumbai,Mr. Connor Jimenez MD,ACC559767493,SUCCESS,INR,Any we spring.
db96fb26-a542-484b-bc0a-33663b1df2fa,C10372,Jeremy Adams,2024-12-18T23:01:09.389329,UPI,91792.19,Mumbai,Suzanne Jackson,ACC150721760,SUCCESS,INR,Item seek.
03c0befb-4278-4988-82f1-4eda647cf7b0,C12687,Steven Porter,2025-01-04T19:49:09.389804,UPI,94350.1,Bangalore,"Miller, Vincent and Moore",ACC883570282,SUCCESS,INR,After camera week show drive.
1087b736-192e-44c3-a1c4-3a40820745c8,C11463,Heidi Allen,2025-03-23T07:21:09.390117,RTGS,91616.69,Kolkata,White-King,ACC889836204,SUCCESS,INR,Have recently nice.
b192ec73-2c5f-409a-8adb-72c814777c94,C17072,Mr. Joshua Nelson,2025-07-12T06:07:09.390385,NEFT,75940.24,Bangalore,Laurie Alexander,ACC321714233,SUCCESS,INR,For name.
1a0bc707-1a89-4b31-b2e7-3eef5ef1ed2d,C16965,Alexander Burgess,2024-12-01T10:30:09.390647,RTGS,67180.93,Delhi,Terry Barrett,ACC559102386,SUCCESS,INR,Worry along his.
f1ef962c-182f-4806-84e7-4fbb2e258305,C10413,James Ramirez,2024-09-28T20:48:09.390903,Online,50977.59,Chennai,Dustin Shaw,ACC156287814,SUCCESS,INR,Store class central.
36c1480f-9611-4454-99b4-05926983845c,C13571,Roy Davis,2024-09-03T22:08:09.391131,POS,5825.69,Kolkata,Smith and Sons,ACC750516392,SUCCESS,INR,Hard power our.
afdb1a31-d134-4cc6-91ec-2595e9d96aad,C12599,Heather Simmons DDS,2025-05-16T12:15:09.391436,UPI,84129.2,Mumbai,Doyle-Weaver,ACC263827564,SUCCESS,INR,Safe size cost marriage.
07d2ee0c-4995-47e2-8deb-6e5d73023b73,C19622,Richard Molina,2025-06-09T16:00:09.391749,ATM,71717.58,Mumbai,Gibson-Diaz,ACC419592056,SUCCESS,INR,Hair ability increase difficult.
66e38552-012c-4705-877c-886ba4e761fa,C11211,Allison Martinez,2024-12-15T12:54:09.392082,ATM,76213.08,Chennai,Wilson-Stout,ACC770192316,SUCCESS,INR,Each generation skin take.
784d7ad6-9f30-4639-9002-3181438db2dc,C10691,Brian Johnson,2025-06-03T16:34:09.392344,RTGS,65375.17,Kolkata,Kimberly Howard,ACC804012888,SUCCESS,INR,International hair state skin cut.
21c75f8b-8503-4c51-a411-561b89ae1e52,C17319,Christine Miranda,2024-07-24T19:44:09.392603,NEFT,1514.45,Hyderabad,Catherine Thompson,ACC813051266,SUCCESS,INR,Improve me hotel little blue.
00070647-3c6b-435d-ba56-6183d61977fb,C14911,Oscar Baker,2025-03-27T17:58:09.392859,NEFT,25712.87,Mumbai,Stephanie Nicholson,ACC255215236,SUCCESS,INR,Spend trade.
45e6f4f6-a3ad-49b3-ba11-074e3ab8a175,C19000,Karl Wright,2024-09-09T03:31:09.393115,Online,28495.96,Chennai,Sharon Coleman,ACC866756291,SUCCESS,INR,After read century staff of.
f0ccdbfc-9612-4c2f-8652-569732c8c9c9,C11834,Robert Medina,2024-11-29T00:09:09.393411,RTGS,59302.88,Hyderabad,Stephens-Lowe,ACC695585484,DECLINED,INR,Exactly a reason story.
bf30b581-234a-4f9f-aad4-c1e87fd18074,C16661,Mrs. Gloria Boyd,2024-12-24T21:41:09.393787,ATM,23323.77,Mumbai,"Miller, Ball and Lara",ACC211733090,SUCCESS,INR,Gas want.
37b90b4a-959e-4ca9-9d3e-b2e396bb376a,C14923,Mary Long,2024-11-12T18:42:09.394046,UPI,96184.88,Hyderabad,Michael Murray,ACC279354035,SUCCESS,INR,Imagine believe career industry.
f0d1a4c5-53e7-4e40-969b-4d9cb9425bcb,C15596,Parker Davis MD,2025-03-10T19:15:09.394280,Online,86012.72,Bangalore,Thompson Ltd,ACC642382626,SUCCESS,INR,Significant draw ready prepare.
7c63e319-2e60-43a7-9c82-801e43f3bcbb,C13269,Martin Montes DVM,2025-02-03T06:41:09.394534,ATM,42332.89,Chennai,Robert Ashley,ACC888922953,SUCCESS,INR,Baby create free piece soldier.
9cd6dd97-49e7-4a48-8f7b-5759a0fb4d5f,C14024,Rebecca Hamilton,2025-05-14T14:08:09.394795,NEFT,91321.02,Mumbai,Selena Johnson,ACC184709999,SUCCESS,INR,Down remember spring analysis most.
cc7c36f8-4ad0-4913-b59f-65bd88f3db86,C10597,Sheryl Mack,2025-03-16T07:15:09.395050,Online,279.13,Delhi,Dawn Ferguson,ACC627525413,SUCCESS,INR,Without really.
7ef56f4a-d3c0-4ebe-bbe9-ae8d8b83cb6d,C14770,Debbie Wood,2024-12-02T18:09:09.395304,UPI,61543.6,Delhi,Timothy Park,ACC723411341,DECLINED,INR,Top late relate our.
4a74a2b7-8614-400c-b79f-0d9899c50153,C14015,Reginald Sullivan,2025-07-04T22:04:09.395679,NEFT,17512.04,Delhi,"Bridges, Bishop and Stewart",ACC423411754,SUCCESS,INR,Cell talk head sport.
2bbd1c15-16a5-4657-9848-8555b921f030,C12832,Lori Phillips,2024-12-12T10:10:09.395942,RTGS,91371.63,Mumbai,Crystal Chavez,ACC952134650,DECLINED,INR,Form financial far husband.
8eec3351-590d-418e-a597-54382eeff9e1,C16941,Deborah Johnson,2025-01-09T07:18:09.396172,UPI,62809.35,Kolkata,Carrillo Group,ACC645720010,FAILED,INR,Account professional me.
bc89baec-2be6-4c8e-832c-3ee9a5fc99d4,C18551,Jimmy Smith,2024-09-11T09:53:09.396427,UPI,8212.27,Bangalore,Christopher Hatfield,ACC881768668,SUCCESS,INR,Whom contain day far.
c874e07e-95cd-4966-9a57-eb2d06af0c73,C18854,Margaret Griffin,2024-09-05T01:29:09.396794,ATM,33702.31,Hyderabad,"Jones, Jennings and Morgan",ACC781167573,SUCCESS,INR,Base shoulder.
ed55df74-e4bb-4646-bcd0-bb6b4a177304,C13182,Sheena Hanson,2025-03-16T16:40:09.397090,POS,81779.39,Hyderabad,Eaton-Ellis,ACC131971549,SUCCESS,INR,Statement everyone.
3d5c8cd7-959a-4a9f-a0c5-611635475114,C15958,Rebecca Carroll,2024-11-15T08:32:09.397318,Online,37362.57,Kolkata,Barnes Inc,ACC505569856,SUCCESS,INR,Evening wait certain single pay.
5d907280-e992-42d7-8fe4-c506b55ff205,C14794,Kayla Mcguire,2024-09-09T19:01:09.397625,NEFT,48736.72,Delhi,Serrano-Cortez,ACC298603207,SUCCESS,INR,Yet bed.
a8dd30f1-7514-4a21-bc95-3117db1e3b33,C18482,Kyle Johnson,2025-05-02T03:12:09.397995,Online,62273.14,Mumbai,"Hill, Ray and Smith",ACC696374342,SUCCESS,INR,Staff sister pass local.
0b608fdd-590e-4fef-b95e-51832593c3a8,C16279,Dale Martin,2025-06-02T03:32:09.398291,ATM,5386.77,Kolkata,Stevens-Osborne,ACC266147478,SUCCESS,INR,Car I reality.
6ab958da-408c-40d6-95d1-5ae9f94efa1e,C14009,Amanda Nguyen,2025-05-17T05:05:09.398547,Online,82257.79,Kolkata,Rachel Clarke,ACC709446625,SUCCESS,INR,Natural sing toward.
2ce8b2c1-98a6-49a6-8818-4e93ae2eb83f,C14058,Stephanie Mann,2025-05-13T22:29:09.398798,NEFT,91242.04,Delhi,Ryan Coleman,ACC931586387,SUCCESS,INR,Green student red generation.
5bf32a61-1ad7-4c7f-91ad-2fbc538efaba,C17644,Anita Santos,2025-02-27T09:09:09.399027,ATM,26033.6,Delhi,Jenkins PLC,ACC235085961,SUCCESS,INR,Nearly key.
a10ad3a1-9bd5-4120-a397-eaa9a219b157,C19315,Paige Price,2025-03-15T19:23:09.399281,POS,23269.94,Delhi,Jacob Young,ACC433113472,SUCCESS,INR,Writer other prove begin.
ed732924-1539-4cae-9270-338d6f580c4b,C10714,Christine Lane,2025-02-03T22:52:09.399539,POS,87038.93,Kolkata,Carla Werner,ACC220803405,SUCCESS,INR,Month seem simply course.
4914e135-62c3-4b61-b544-60889598ac0c,C15485,Margaret Dennis,2025-07-16T08:29:09.399767,RTGS,6703.18,Kolkata,Larsen and Sons,ACC893712718,FAILED,INR,Upon maintain nature agree hit.
647c065b-e7a1-4a16-91bb-6a3c6501a5b8,C18775,Joshua Cook,2024-12-14T05:08:09.400017,Online,32661.81,Kolkata,Robert Kemp,ACC443819876,SUCCESS,INR,Drug sister the strong.
41890766-17f2-47d5-a901-5b5f271b07f6,C10642,Jeffrey Walker,2024-07-26T18:36:09.400383,ATM,65886.11,Bangalore,"White, Wilkinson and Nunez",ACC130010635,FAILED,INR,Cost third others rich.
ff0a1a77-1ec6-4576-b788-fd580cb11c99,C14804,Elizabeth Daniels,2024-08-24T08:39:09.400636,POS,77608.86,Delhi,Brooke Wood,ACC108107917,SUCCESS,INR,Brother keep voice hour.
066d18d1-2435-4312-9a7b-b13f56efa12d,C17475,Nathan Pham,2025-01-30T10:46:09.401004,ATM,73233.88,Hyderabad,"Smith, Davis and Day",ACC921840792,SUCCESS,INR,Ready dog before.
c3b27807-ec72-4ba7-92bc-997071072235,C16678,Danielle Vega,2025-07-17T01:49:09.401282,POS,476.38,Kolkata,Melissa Sanchez,ACC971424433,SUCCESS,INR,Drug mean sign window.
aa18cbe2-b138-4b7f-ae00-693a15da5852,C11727,Joseph Calderon,2024-08-05T03:03:09.401710,Online,91896.24,Mumbai,Brandy Johnson,ACC189663918,SUCCESS,INR,Happy effect start.
782bfc66-2d21-4f7b-9dfd-d60381ba2176,C10823,James Scott,2025-07-10T14:27:09.402200,UPI,50302.31,Hyderabad,Alyssa Gibson,ACC475344037,SUCCESS,INR,Figure check life.
b09bc86f-ce1f-4121-98be-4b87dd759e2e,C16820,Kelly White,2024-08-14T22:41:09.402444,Online,85838.25,Hyderabad,Sherman Group,ACC589186604,SUCCESS,INR,Nor watch forward interview.
6650fc82-43c4-415d-bc80-b65c68f630b7,C12459,James Perez,2025-02-23T04:09:09.402813,RTGS,20308.31,Hyderabad,"Morrison, Turner and Figueroa",ACC906972277,SUCCESS,INR,Both time.
9832f054-7f11-4426-91b8-317a16697d0b,C10411,Michelle Arnold,2024-10-21T18:55:09.403111,ATM,33714.96,Delhi,Gregory-Rogers,ACC918902299,SUCCESS,INR,Television necessary control according.
10192528-2f6d-484f-86a1-55f7b0199e79,C12435,Jeffery Ford,2024-08-20T10:08:09.403360,ATM,60148.99,Kolkata,Alexander Ball,ACC497358666,SUCCESS,INR,Whole policy race three.
ff3f9a7a-472a-4f3b-8afe-a71dd13f1828,C17001,Emily Davis,2025-05-14T07:35:09.403621,RTGS,66272.15,Kolkata,Mark Brewer,ACC731634251,SUCCESS,INR,Although strategy say current.
1526c05a-86b3-4598-9873-90ad98a12d78,C18750,Miguel Dixon,2024-10-31T06:21:09.403875,POS,44773.06,Hyderabad,Julia Roy,ACC205803226,SUCCESS,INR,Country western always.
54c1c92b-7c13-4779-a2ab-3f950cfbad16,C12577,Jasmine Solis,2024-10-06T09:45:09.404241,ATM,27135.18,Bangalore,"Ellis, Lamb and Allen",ACC888718569,FAILED,INR,At mouth wonder.
0c7d6e53-769c-432f-b654-628f894a98ab,C10603,Steve Singh,2025-04-29T13:32:09.404494,ATM,88845.97,Bangalore,Stephen Guzman,ACC821455223,SUCCESS,INR,Be while.
0b3f48eb-eb3e-4049-b71b-b6b594be5c11,C18019,Angel Dalton,2024-08-08T08:19:09.404785,NEFT,46711.94,Mumbai,Bush-Wu,ACC162875758,SUCCESS,INR,Tree we country down.
e3c04f34-c63b-4b4f-bf59-92d2aa79b18b,C13779,Jennifer Chang,2025-03-06T12:10:09.405043,POS,22068.27,Kolkata,Joseph Carson,ACC693551728,FAILED,INR,Option sport possible fast.
05ead655-b970-43ba-9b4f-b1a4cef8d1b0,C12315,Elizabeth Mcclure,2025-02-07T06:35:09.405299,NEFT,86636.06,Delhi,Carla King,ACC126330806,SUCCESS,INR,Natural here better.
3aaf82e7-874a-4f6b-bcb9-8a08d07f1d98,C16692,Jessica Bean,2024-10-17T05:58:09.405558,NEFT,349.31,Hyderabad,Pamela Park,ACC599386209,SUCCESS,INR,Present reason ever.
9318282d-8a8f-49ae-89bc-10628abaf96d,C18086,Christopher Foley,2024-10-27T18:40:09.405808,UPI,22296.29,Bangalore,Nathan Walker,ACC708178649,SUCCESS,INR,Nothing individual up Democrat.
0bf84967-d57e-411b-96d4-8ef688e6fbec,C14263,Sara Guzman,2025-01-24T00:46:09.406039,Online,72759.0,Chennai,Turner Inc,ACC491712640,SUCCESS,INR,Discover appear put skill.
faa14a3b-2679-4d1c-989a-b26ad4b46dca,C14852,Lawrence Crawford,2025-04-24T20:39:09.406296,UPI,36877.05,Kolkata,Linda Cox,ACC910882292,FAILED,INR,Different interview fill.
04f937af-d54d-4584-824e-3efa69c88d03,C11064,Hailey Anderson,2025-05-24T21:51:09.406676,ATM,39756.93,Chennai,"Patterson, Baker and Wilson",ACC387487055,SUCCESS,INR,Coach hope themselves create.
4f227fd2-ad6a-4f6d-a5fb-80003c68ce5b,C12462,Ronald Brown,2025-05-12T15:51:09.407042,POS,43178.5,Mumbai,"Clements, Hughes and Smith",ACC434619736,SUCCESS,INR,Individual southern response offer wife.
affec614-c830-4e40-9c9e-7c0ddca73ac0,C17325,Christopher Cox,2024-09-13T19:10:09.407336,NEFT,42299.98,Delhi,Burton-Gutierrez,ACC363384940,SUCCESS,INR,Also land.
4e98c81d-0bc1-4571-9e08-725d6fbd0896,C10976,Anthony Mullins,2025-06-20T03:10:09.407586,NEFT,57602.31,Bangalore,Joshua Le,ACC211459185,DECLINED,INR,Dark standard relate.
